Model,Score
TK_rec_pr3_lasso_RF STA CV,0.4444444444444443
TK_rec_pr6_r2_dist_LDA STA CV,0.4444444444444443
TK_rec_pr1_KNN-7 STA,0.4444444444444444
TK_rec_pr1_DT STA,0.4444444444444444
TK_rec_pr1_r2_dist_KNN-7 STA,0.4444444444444444
TK_rec_pr4_max_error_KNN-7 STA,0.4444444444444444
TK_rec_pr5_r2_dist_RF STA CV,0.4444444444444444
TK_rec_pr6_lasso_KNN-5 STA,0.4444444444444444
TK_rec_pr6_lasso_RF STA CV,0.4444444444444444
TK_rec_pr2_coef_DT STA,0.4444444444444445
TK_rec_pr3_r1_dist_KNN-5 STA,0.4444444444444445
TK_rec_pr2_r2_dist_RF STA CV,0.4450617283950617
TK_rec_pr3_r2_dist_RF STA CV,0.4456790123456791
TK_rec_pr2_lasso_RF STA CV,0.4462962962962963
TK_rec_pr4_mean_absolute_percentage_error_LDA STA,0.4469135802469135
TK_rec_pr4_r2_dist_KNN-7 STA,0.4469135802469135
TK_rec_pr4_R2_Left_KNN-7 STA,0.4469135802469135
TK_rec_pr5_r2_score_LDA STA CV,0.4469135802469135
def_vals_pr3_r2_score_KNN-5 STA,0.4469135802469136
full_ga_class_results_KNN-5 STA,0.4469135802469136
TK_rec_pr0_lasso_LDA STA,0.4469135802469136
TK_rec_pr1_lasso_SVC STA,0.4469135802469136
TK_rec_pr1_r1_dist_DT STA,0.4469135802469136
TK_rec_pr1_r2_score_QDA STA,0.4469135802469136
TK_rec_pr3_r2_score_KNN-5 STA,0.4469135802469136
TK_rec_pr4_KNN-7 STA,0.4469135802469136
TK_rec_pr4_d2_pinball_score_QDA STA,0.4469135802469136
TK_rec_pr5_r2_dist_LDA STA CV,0.4469135802469136
TK_rec_pr5_r2_score_KNN-5 STA,0.4469135802469136
TK_rec_pr6_coef_LDA STA,0.4469135802469136
TK_rec_pr6_r2_score_KNN-5 STA,0.4469135802469136
TK_rec_pr6_r2_score_RF STA CV,0.4475308641975308
TK_rec_pr4_r1_dist_LDA STA CV,0.4475308641975309
TK_rec_pr4_R1_Left_LDA STA CV,0.4475308641975309
TK_rec_pr6_r2_score_SVC STA CV,0.4481481481481482
TK_rec_pr3_r2_dist_LDA STA CV,0.4487654320987653
TK_rec_pr0_lasso_KNN-7 STA,0.4493827160493827
TK_rec_pr4_LDA STA,0.4493827160493827
TK_rec_pr5_lasso_QDA STA,0.4493827160493827
TK_rec_pr5_r1_dist_LDA STA,0.4493827160493827
TK_rec_pr5_r1_dist_KNN-7 STA,0.4493827160493827
TK_rec_pr5_r2_dist_KNN-7 STA,0.4493827160493827
TK_rec_pr2_DT STA,0.4493827160493828
TK_rec_pr1_lasso_RF STA CV,0.4499999999999999
TK_rec_pr6_lasso_SVC STA CV,0.4499999999999999
TK_rec_pr5_RF STA CV,0.4506172839506173
TK_rec_pr6_lasso_LDA STA CV,0.4506172839506173
TK_rec_pr4_mean_squared_error_LDA STA CV,0.4512345679012345
TK_rec_pr1_LDA STA,0.4518518518518518
TK_rec_pr1_coef_LDA STA,0.4518518518518518
TK_rec_pr2_r2_score_KNN-5 STA,0.4518518518518518
TK_rec_pr3_r2_score_RF STA CV,0.4518518518518518
TK_rec_pr4_mean_pinball_loss_DT STA CV,0.4518518518518518
TK_rec_pr5_r1_dist_QDA STA,0.4518518518518518
TK_rec_pr5_r2_dist_DT STA,0.4518518518518518
TK_rec_pr6_NB STA,0.4518518518518518
TK_rec_pr2_SVC STA,0.4518518518518519
TK_rec_pr2_r1_dist_DT STA,0.4518518518518519
TK_rec_pr2_r2_dist_DT STA,0.4518518518518519
TK_rec_pr3_KNN-5 STA,0.4518518518518519
TK_rec_pr4_RF STA CV,0.4518518518518519
TK_rec_pr5_coef_RF STA,0.4518518518518519
TK_rec_pr5_lasso_KNN-5 STA,0.4518518518518519
TK_rec_pr2_lasso_LDA STA CV,0.4524691358024692
full_ga_class_results_RF STA CV,0.4530864197530864
TK_rec_pr4_r2_score_LDA STA CV,0.4530864197530864
TK_rec_pr4_r2_dist_RF STA CV,0.4537037037037037
TK_rec_pr4_coef_LDA STA,0.4543209876543209
TK_rec_pr4_Coef_Left_LDA STA,0.4543209876543209
TK_rec_pr4_max_error_NB STA,0.4543209876543209
TK_rec_pr5_r2_score_KNN-7 STA,0.4543209876543209
TK_rec_pr1_r1_dist_QDA STA,0.454320987654321
TK_rec_pr2_r2_dist_QDA STA,0.454320987654321
TK_rec_pr3_lasso_LDA STA CV,0.454320987654321
TK_rec_pr3_lasso_KNN-7 STA,0.454320987654321
TK_rec_pr3_r2_dist_QDA STA,0.454320987654321
TK_rec_pr4_DT STA,0.454320987654321
TK_rec_pr4_mean_squared_error_RF STA CV,0.454320987654321
TK_rec_pr4_r2_score_DT STA,0.454320987654321
TK_rec_pr4_Score_(LASSO)_Left_RF STA,0.454320987654321
TK_rec_pr5_LDA STA,0.454320987654321
TK_rec_pr6_r1_dist_KNN-7 STA,0.454320987654321
TK_rec_pr4_r2_score_RF STA CV,0.4561728395061727
def_vals_pr3_r2_score_RF STA CV,0.4561728395061728
TK_rec_pr4_lasso_RF STA CV,0.4561728395061729
TK_rec_pr0_LDA STA,0.4567901234567901
TK_rec_pr0_DT STA,0.4567901234567901
TK_rec_pr0_lasso_RF STA,0.4567901234567901
TK_rec_pr0_r2_dist_NB STA,0.4567901234567901
TK_rec_pr1_lasso_LDA STA,0.4567901234567901
TK_rec_pr1_r2_score_LDA STA CV,0.4567901234567901
TK_rec_pr2_KNN-5 STA,0.4567901234567901
TK_rec_pr2_KNN-7 STA,0.4567901234567901
TK_rec_pr2_r1_dist_KNN-5 STA,0.4567901234567901
TK_rec_pr4_lasso_KNN-5 STA,0.4567901234567901
TK_rec_pr4_lasso_DT STA,0.4567901234567901
TK_rec_pr4_max_error_LDA STA CV,0.4567901234567901
TK_rec_pr4_median_absolute_error_SVC STA,0.4567901234567901
TK_rec_pr4_R1_Left_DT STA,0.4567901234567901
TK_rec_pr4_r2_dist_QDA STA,0.4567901234567901
TK_rec_pr4_R2_Left_QDA STA,0.4567901234567901
TK_rec_pr5_lasso_KNN-7 STA,0.4567901234567901
TK_rec_pr6_coef_NB STA,0.4567901234567901
TK_rec_pr6_lasso_KNN-7 STA,0.4567901234567901
TK_rec_pr6_r2_score_DT STA,0.4567901234567901
TK_rec_pr6_lasso_DT STA,0.4567901234567902
TK_rec_pr1_r2_score_RF STA CV,0.4574074074074074
TK_rec_pr6_RF STA CV,0.4574074074074075
TK_rec_pr6_r2_score_LDA STA CV,0.4580246913580247
TK_rec_pr4_r1_dist_RF STA CV,0.458641975308642
TK_rec_pr4_R1_Left_RF STA CV,0.458641975308642
TK_rec_pr0_r1_dist_KNN-5 STA,0.4592592592592592
TK_rec_pr0_r1_dist_RF STA,0.4592592592592592
TK_rec_pr0_r2_score_NB STA,0.4592592592592592
TK_rec_pr1_RF STA,0.4592592592592592
TK_rec_pr1_lasso_NB STA,0.4592592592592592
TK_rec_pr1_lasso_RF STA,0.4592592592592592
TK_rec_pr1_r1_dist_KNN-5 STA,0.4592592592592592
TK_rec_pr1_r2_dist_LDA STA,0.4592592592592592
TK_rec_pr4_KNN-5 STA,0.4592592592592592
TK_rec_pr4_mean_squared_error_KNN-5 STA,0.4592592592592592
TK_rec_pr4_mean_squared_error_KNN-7 STA,0.4592592592592592
TK_rec_pr4_R2_Left_RF STA CV,0.4592592592592592
TK_rec_pr4_r2_score_KNN-5 STA,0.4592592592592592
TK_rec_pr6_lasso_QDA STA,0.4592592592592592
TK_rec_pr6_lasso_NB STA,0.4592592592592592
TK_rec_pr6_r2_score_QDA STA,0.4592592592592592
TK_rec_pr5_DT STA,0.4592592592592593
def_vals_pr3_r2_score_LDA STA CV,0.4598765432098765
full_ga_class_results_LDA STA CV,0.4598765432098765
TK_rec_pr3_r2_score_LDA STA CV,0.4598765432098765
TK_rec_pr6_r1_dist_RF STA CV,0.4598765432098766
TK_rec_pr4_median_absolute_error_LDA STA CV,0.4604938271604937
TK_rec_pr2_r2_score_LDA STA CV,0.4604938271604938
TK_rec_pr4_LDA STA CV,0.4611111111111111
TK_rec_pr5_r2_score_QDA STA,0.4617283950617283
TK_rec_pr0_lasso_NB STA,0.4617283950617284
TK_rec_pr1_SVC STA,0.4617283950617284
TK_rec_pr3_lasso_KNN-5 STA,0.4617283950617284
TK_rec_pr3_r1_dist_NB STA,0.4617283950617284
TK_rec_pr3_r2_dist_KNN-7 STA,0.4617283950617284
TK_rec_pr4_mean_absolute_error_KNN-5 STA,0.4617283950617284
TK_rec_pr4_mean_pinball_loss_KNN-5 STA,0.4617283950617284
TK_rec_pr4_mean_squared_error_NB STA,0.4617283950617284
TK_rec_pr4_r1_dist_KNN-7 STA,0.4617283950617284
TK_rec_pr4_R1_Left_KNN-7 STA,0.4617283950617284
TK_rec_pr5_KNN-5 STA,0.4617283950617284
TK_rec_pr5_coef_LDA STA,0.4617283950617284
TK_rec_pr6_coef_SVC STA,0.4617283950617284
TK_rec_pr6_r2_score_KNN-7 STA,0.4617283950617284
TK_rec_pr3_lasso_DT STA,0.4641975308641974
TK_rec_pr4_d2_pinball_score_NB STA,0.4641975308641975
TK_rec_pr4_lasso_SVC STA,0.4641975308641975
TK_rec_pr4_mean_absolute_error_QDA STA,0.4641975308641975
TK_rec_pr4_mean_absolute_error_NB STA,0.4641975308641975
TK_rec_pr4_mean_absolute_percentage_error_DT STA,0.4641975308641975
TK_rec_pr4_mean_pinball_loss_QDA STA,0.4641975308641975
TK_rec_pr4_mean_pinball_loss_NB STA,0.4641975308641975
TK_rec_pr5_lasso_RF STA,0.4641975308641975
TK_rec_pr6_r1_dist_KNN-5 STA,0.4641975308641975
TK_rec_pr4_median_absolute_error_DT STA CV,0.4648148148148148
TK_rec_pr6_LDA STA CV,0.4648148148148148
TK_rec_pr0_coef_LDA STA CV,0.4660493827160494
def_vals_pr3_r2_score_KNN-7 STA,0.4666666666666667
full_ga_class_results_KNN-7 STA,0.4666666666666667
None_SVC STA,0.4666666666666667
None_DT STA,0.4666666666666667
TK_rec_pr0_r2_dist_RF STA,0.4666666666666667
TK_rec_pr0_r2_score_KNN-7 STA,0.4666666666666667
TK_rec_pr2_r1_dist_QDA STA,0.4666666666666667
TK_rec_pr3_r1_dist_DT STA,0.4666666666666667
TK_rec_pr3_r2_score_KNN-7 STA,0.4666666666666667
TK_rec_pr4_d2_pinball_score_SVC STA,0.4666666666666667
TK_rec_pr4_max_error_DT STA,0.4666666666666667
TK_rec_pr4_mean_absolute_error_DT STA CV,0.4666666666666667
TK_rec_pr4_median_absolute_error_QDA STA,0.4666666666666667
TK_rec_pr5_r2_dist_LDA STA,0.4666666666666667
TK_rec_pr5_r2_score_DT STA,0.4666666666666667
TK_rec_pr4_mean_absolute_error_LDA STA CV,0.4685185185185184
TK_rec_pr4_mean_pinball_loss_LDA STA CV,0.4685185185185184
TK_rec_pr3_SVC STA,0.4691358024691358
TK_rec_pr3_DT STA,0.4691358024691358
TK_rec_pr4_mean_squared_error_DT STA,0.4691358024691358
TK_rec_pr4_r2_dist_KNN-5 STA,0.4691358024691358
TK_rec_pr4_R2_Left_KNN-5 STA,0.4691358024691358
TK_rec_pr5_r2_score_RF STA,0.4691358024691358
TK_rec_pr6_coef_RF STA,0.4691358024691358
TK_rec_pr6_lasso_SVC STA,0.4691358024691358
TK_rec_pr6_r2_dist_KNN-7 STA,0.4691358024691358
TK_rec_pr3_r2_dist_KNN-5 STA,0.4691358024691359
TK_rec_pr6_r2_dist_RF STA CV,0.4691358024691359
TK_rec_pr1_r1_dist_LDA STA,0.4716049382716048
TK_rec_pr0_r2_dist_SVC STA,0.4716049382716049
TK_rec_pr2_QDA STA,0.4716049382716049
TK_rec_pr3_r2_dist_NB STA,0.4716049382716049
TK_rec_pr4_mean_absolute_percentage_error_NB STA,0.4716049382716049
TK_rec_pr4_r1_dist_LDA STA,0.4716049382716049
TK_rec_pr4_R1_Left_LDA STA,0.4716049382716049
TK_rec_pr4_r2_dist_LDA STA,0.4716049382716049
TK_rec_pr4_R2_Left_LDA STA,0.4716049382716049
TK_rec_pr5_r2_dist_QDA STA,0.4716049382716049
TK_rec_pr6_DT STA,0.4716049382716049
TK_rec_pr1_r1_dist_NB STA,0.471604938271605
TK_rec_pr2_coef_NB STA,0.471604938271605
TK_rec_pr4_max_error_SVC STA,0.471604938271605
TK_rec_pr6_r2_score_NB STA,0.471604938271605
full_ga_class_results_DT STA,0.474074074074074
TK_rec_pr0_NB STA,0.474074074074074
TK_rec_pr0_coef_SVC STA,0.474074074074074
TK_rec_pr1_NB STA,0.474074074074074
TK_rec_pr3_KNN-7 STA,0.474074074074074
TK_rec_pr3_r2_dist_SVC STA,0.474074074074074
TK_rec_pr4_median_absolute_error_KNN-5 STA,0.474074074074074
TK_rec_pr0_r2_score_SVC STA,0.4740740740740741
TK_rec_pr4_SVC STA,0.4740740740740741
TK_rec_pr5_SVC STA,0.4740740740740741
TK_rec_pr5_NB STA,0.4740740740740741
TK_rec_pr6_LDA STA,0.4740740740740741
TK_rec_pr6_lasso_RF STA,0.4740740740740741
TK_rec_pr2_coef_RF STA,0.4765432098765431
TK_rec_pr2_lasso_KNN-5 STA,0.4765432098765431
TK_rec_pr2_r2_score_LDA STA,0.4765432098765431
TK_rec_pr5_lasso_SVC STA,0.4765432098765431
TK_rec_pr6_r2_dist_LDA STA,0.4765432098765431
def_vals_pr3_r2_score_DT STA,0.4765432098765432
TK_rec_pr0_lasso_SVC STA,0.4765432098765432
TK_rec_pr1_r2_dist_NB STA,0.4765432098765432
TK_rec_pr3_NB STA,0.4765432098765432
TK_rec_pr4_lasso_KNN-7 STA,0.4765432098765432
TK_rec_pr4_mean_absolute_error_SVC STA,0.4765432098765432
TK_rec_pr4_mean_pinball_loss_SVC STA,0.4765432098765432
TK_rec_pr6_SVC STA,0.4765432098765432
TK_rec_pr6_RF STA,0.4765432098765432
TK_rec_pr6_r2_dist_KNN-5 STA,0.4765432098765432
TK_rec_pr6_r2_dist_DT STA,0.4765432098765432
TK_rec_pr6_r2_score_SVC STA,0.4765432098765432
TK_rec_pr0_coef_DT STA,0.4765432098765433
TK_rec_pr0_coef_RF STA CV,0.4777777777777778
TK_rec_pr2_r1_dist_NB STA,0.4790123456790123
TK_rec_pr2_r2_score_KNN-7 STA,0.4790123456790123
TK_rec_pr4_lasso_NB STA,0.4790123456790123
TK_rec_pr4_mean_squared_error_SVC STA,0.4790123456790123
TK_rec_pr4_median_absolute_error_NB STA,0.4790123456790123
TK_rec_pr5_r1_dist_SVC STA,0.4790123456790123
TK_rec_pr0_r1_dist_SVC STA,0.4790123456790124
TK_rec_pr4_mean_pinball_loss_RF STA CV,0.4796296296296296
TK_rec_pr1_coef_RF STA,0.4814814814814814
TK_rec_pr1_r1_dist_SVC STA,0.4814814814814814
TK_rec_pr1_r2_dist_SVC STA,0.4814814814814814
TK_rec_pr1_r2_dist_RF STA,0.4814814814814814
TK_rec_pr2_lasso_LDA STA,0.4814814814814814
TK_rec_pr3_coef_RF STA,0.4814814814814814
TK_rec_pr3_r1_dist_LDA STA,0.4814814814814814
TK_rec_pr4_NB STA,0.4814814814814814
TK_rec_pr4_d2_pinball_score_DT STA,0.4814814814814814
TK_rec_pr4_mean_absolute_error_RF STA CV,0.4814814814814814
TK_rec_pr4_r1_dist_DT STA,0.4814814814814814
TK_rec_pr1_r2_score_SVC STA,0.4814814814814815
TK_rec_pr4_median_absolute_error_RF STA CV,0.4820987654320988
TK_rec_pr0_RF STA,0.4839506172839505
TK_rec_pr6_r1_dist_DT STA,0.4839506172839505
TK_rec_pr0_KNN-7 STA,0.4839506172839506
TK_rec_pr2_r1_dist_KNN-7 STA,0.4839506172839506
TK_rec_pr2_r2_dist_KNN-7 STA,0.4839506172839506
TK_rec_pr2_r2_score_SVC STA,0.4839506172839506
TK_rec_pr3_lasso_NB STA,0.4839506172839506
TK_rec_pr4_r1_dist_KNN-5 STA,0.4839506172839506
TK_rec_pr4_R1_Left_KNN-5 STA,0.4839506172839506
TK_rec_pr4_r2_dist_DT STA,0.4839506172839506
TK_rec_pr4_r2_score_RF STA,0.4839506172839506
TK_rec_pr6_r1_dist_LDA STA,0.4839506172839506
TK_rec_pr2_lasso_SVC STA,0.4864197530864196
TK_rec_pr4_d2_pinball_score_LDA STA,0.4864197530864196
TK_rec_pr4_r2_score_KNN-7 STA,0.4864197530864196
TK_rec_pr2_LDA STA,0.4864197530864197
TK_rec_pr2_lasso_KNN-7 STA,0.4864197530864197
TK_rec_pr4_max_error_LDA STA,0.4864197530864197
TK_rec_pr4_mean_pinball_loss_DT STA,0.4864197530864197
TK_rec_pr4_R2_Left_DT STA,0.4864197530864197
TK_rec_pr5_lasso_NB STA,0.4864197530864197
TK_rec_pr5_r2_score_SVC STA,0.4864197530864197
TK_rec_pr0_coef_KNN-7 STA,0.4864197530864198
TK_rec_pr3_r2_dist_DT STA,0.4864197530864198
TK_rec_pr4_max_error_RF STA,0.4864197530864198
TK_rec_pr4_mean_squared_error_QDA STA,0.4888888888888888
TK_rec_pr1_r2_score_NB STA,0.4888888888888889
TK_rec_pr2_r2_dist_KNN-5 STA,0.4888888888888889
TK_rec_pr3_lasso_LDA STA,0.4888888888888889
TK_rec_pr4_lasso_RF STA,0.4888888888888889
TK_rec_pr4_mean_absolute_error_KNN-7 STA,0.4888888888888889
TK_rec_pr4_mean_pinball_loss_KNN-7 STA,0.4888888888888889
TK_rec_pr4_median_absolute_error_KNN-7 STA,0.4888888888888889
TK_rec_pr6_lasso_LDA STA,0.4888888888888889
TK_rec_pr3_r2_score_DT STA,0.488888888888889
def_vals_pr3_r2_score_NB STA,0.491358024691358
full_ga_class_results_NB STA,0.491358024691358
TK_rec_pr0_SVC STA,0.491358024691358
TK_rec_pr1_r2_score_DT STA,0.491358024691358
TK_rec_pr2_RF STA,0.491358024691358
TK_rec_pr2_lasso_RF STA,0.491358024691358
TK_rec_pr3_r1_dist_SVC STA,0.491358024691358
TK_rec_pr3_r2_dist_LDA STA,0.491358024691358
TK_rec_pr3_r2_score_NB STA,0.491358024691358
TK_rec_pr4_mean_absolute_error_LDA STA,0.491358024691358
TK_rec_pr4_mean_pinball_loss_LDA STA,0.491358024691358
TK_rec_pr4_r2_dist_SVC STA,0.491358024691358
TK_rec_pr4_R2_Left_SVC STA,0.491358024691358
TK_rec_pr5_r1_dist_NB STA,0.491358024691358
TK_rec_pr5_r2_score_LDA STA,0.491358024691358
TK_rec_pr5_r2_score_NB STA,0.491358024691358
TK_rec_pr1_r2_score_LDA STA,0.4938271604938271
TK_rec_pr4_mean_absolute_percentage_error_RF STA,0.4938271604938271
TK_rec_pr2_r2_score_RF STA,0.4938271604938272
TK_rec_pr5_r2_dist_NB STA,0.4938271604938272
TK_rec_pr6_r2_score_LDA STA,0.4938271604938272
TK_rec_pr2_lasso_NB STA,0.4962962962962962
def_vals_pr3_r2_score_LDA STA,0.4962962962962963
full_ga_class_results_LDA STA,0.4962962962962963
TK_rec_pr3_r2_score_LDA STA,0.4962962962962963
TK_rec_pr4_r2_score_SVC STA,0.4962962962962963
TK_rec_pr4_r2_score_NB STA,0.4962962962962963
TK_rec_pr5_lasso_LDA STA,0.4962962962962963
def_vals_pr3_r2_score_SVC STA,0.4987654320987654
full_ga_class_results_SVC STA,0.4987654320987654
TK_rec_pr1_r2_score_RF STA,0.4987654320987654
TK_rec_pr2_r1_dist_SVC STA,0.4987654320987654
TK_rec_pr2_r2_score_NB STA,0.4987654320987654
TK_rec_pr3_lasso_RF STA,0.4987654320987654
TK_rec_pr3_r2_score_SVC STA,0.4987654320987654
TK_rec_pr3_r2_score_RF STA,0.4987654320987654
TK_rec_pr4_r1_dist_SVC STA,0.4987654320987654
TK_rec_pr4_R1_Left_SVC STA,0.4987654320987654
TK_rec_pr6_r2_dist_NB STA,0.4987654320987654
TK_rec_pr6_r2_score_RF STA,0.4987654320987654
TK_rec_pr0_r2_score_RF STA,0.4987654320987655
TK_rec_pr5_RF STA,0.4987654320987655
TK_rec_pr1_r1_dist_RF STA,0.5012345679012346
TK_rec_pr3_lasso_SVC STA,0.5012345679012346
TK_rec_pr3_r2_dist_RF STA,0.5012345679012346
TK_rec_pr4_lasso_LDA STA,0.5012345679012346
TK_rec_pr4_mean_absolute_error_DT STA,0.5012345679012346
full_ga_class_results_RF STA,0.5037037037037037
TK_rec_pr4_r2_dist_RF STA,0.5037037037037037
TK_rec_pr6_r1_dist_SVC STA,0.5037037037037037
TK_rec_pr4_median_absolute_error_LDA STA,0.5061728395061729
TK_rec_pr5_r2_dist_SVC STA,0.5061728395061729
TK_rec_pr6_r1_dist_NB STA,0.5061728395061729
TK_rec_pr6_r1_dist_RF STA,0.5061728395061729
TK_rec_pr2_r1_dist_LDA STA,0.508641975308642
TK_rec_pr2_r2_dist_NB STA,0.508641975308642
TK_rec_pr4_d2_pinball_score_RF STA,0.508641975308642
TK_rec_pr4_mean_squared_error_LDA STA,0.508641975308642
TK_rec_pr4_R2_Left_RF STA,0.5111111111111111
TK_rec_pr4_r2_score_LDA STA,0.5111111111111111
TK_rec_pr6_r2_dist_RF STA,0.5111111111111111
TK_rec_pr2_r2_dist_SVC STA,0.5111111111111112
TK_rec_pr6_r2_dist_SVC STA,0.5111111111111112
def_vals_pr3_r2_score_RF STA,0.5135802469135802
TK_rec_pr2_r2_dist_RF STA,0.5135802469135802
TK_rec_pr0_coef_LDA STA,0.5135802469135803
TK_rec_pr4_r2_dist_NB STA,0.5135802469135803
TK_rec_pr4_R2_Left_NB STA,0.5135802469135803
TK_rec_pr3_RF STA,0.5160493827160493
TK_rec_pr4_r1_dist_RF STA,0.5160493827160493
TK_rec_pr0_coef_NB STA,0.5160493827160494
TK_rec_pr3_r1_dist_RF STA,0.5160493827160494
TK_rec_pr5_r1_dist_RF STA,0.5160493827160494
TK_rec_pr2_r2_dist_LDA STA,0.5185185185185185
TK_rec_pr4_median_absolute_error_DT STA,0.5185185185185185
TK_rec_pr4_r1_dist_NB STA,0.5185185185185185
TK_rec_pr4_R1_Left_NB STA,0.5185185185185185
TK_rec_pr2_r1_dist_RF STA,0.5209876543209876
TK_rec_pr5_r2_dist_RF STA,0.5209876543209876
TK_rec_pr4_mean_squared_error_RF STA,0.5234567901234567
TK_rec_pr4_R1_Left_RF STA,0.5234567901234568
TK_rec_pr0_coef_RF STA,0.5308641975308641
TK_rec_pr4_RF STA,0.5333333333333333
TK_rec_pr4_median_absolute_error_RF STA,0.5333333333333334
TK_rec_pr4_mean_pinball_loss_RF STA,0.5358024691358024
TK_rec_pr4_mean_absolute_error_RF STA,0.5555555555555556